index	city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	Audio Evidence	Audio Reasoning	Witness Count	Witness Reasoning	Event	apparition_types_str	apparition_adj_str	unique_apparition_mentions	Murder per capita	Violent Crime per capita	Property Crime per capita	Undergrad_Grad_Rate	HS_Grad_Rate	STEM_Grad_Percentage	Visual Evidence	Visual Reasoning	death_rate_Alzheimer's disease	death_rate_Cancer	death_rate_Heart disease	death_rate_Unintentional injuries	death_rate_All causes	death_rate_Influenza and pneumonia	death_rate_Suicide	death_rate_Kidney disease	death_rate_CLRD	death_rate_Diabetes	Haunted Places Date	Alcohol Deaths	Alcohol Deaths Under 21	State	time_of_day	Daylight Data USNO Navy	Daylight Data TimeandDate	Image Path	objects	caption	spacy_entities	GeoName_Count	Geographic_LATITUDE	Geographic_LONGITUDE	Geographic_NAME	Optional_LATITUDE1	Optional_LATITUDE2	Optional_LATITUDE3	Optional_LATITUDE4	Optional_LONGITUDE1	Optional_LONGITUDE2	Optional_LONGITUDE3	Optional_LONGITUDE4	Optional_NAME1	Optional_NAME2	Optional_NAME3	Optional_NAME4
3389	Wagoner	United States	recent death of 52 year old in haunted house. Orbs all throughout house. Chandeliers shaking, doors closings mysteriously. Mirrors all through the house with shadows behind you. And a well where you can see a shadow swinging.	Well House	Oklahoma	OK	-95.3680596	35.9590283	-95.3694116	35.9595442	No	The description mentions visual phenomena such as orbs, chandeliers shaking, and shadows, but it does not provide any explicit audio evidence of paranormal activity, such as whispers or disembodied voices.	1	"The description implies that the narrator is recounting their own experiences in the haunted house, as indicated by the vivid details of orbs, shaking chandeliers, and shadows. Although no explicit statement like ""I saw"" is made, the narrative style suggests a personal account, which qualifies the narrator as a witness. Therefore, the count should be 1."	Supernatural	shadow orb		2				46.3%	84.9%	21.0%	False	The description mentions orbs, shadows, and other phenomena, but it does not explicitly state that there are photos, videos, or recorded footage capturing these events. Therefore, there is no visual evidence present.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	1/1/2025	2960.0	3.4%	Oklahoma	Dusk	09:47	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3390.png	restaurant, eating house, eating place, eatery, monastery, palace, vault, patio, terrace	a living room with a couch and a table	"52 year old, DATE

"	0															
3390	Warner	United States	This is a cemetery on an old back road called cemetery road by people locally. People driving by at night have seen balls of light that follow cars, and a lady in white who walks along a row of the graves of some children who were burned to death in a house fire.	Bennett Cemetery	Oklahoma	OK	-95.3287139	35.4762868	-95.3055239	35.4942644	No	The description mentions visual phenomena such as balls of light and a lady in white, but it does not include any explicit audio evidence linked to supernatural presence, such as whispers or ghostly voices.	2+	"The description mentions ""People driving by at night have seen balls of light"" and ""a lady in white who walks along a row of the graves,"" indicating that multiple individuals (at least two) have witnessed these paranormal events. The use of ""people"" suggests a group rather than a single witness. However, since it does not specify an exact number, I have assigned a floor estimate of 2+."	Natural Disaster	Unknown		1				46.3%	84.9%	21.0%	False	The description mentions sightings of lights and a figure, but it does not provide any explicit evidence of photos, videos, or recorded footage capturing these paranormal activities.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	5/6/2008	2960.0	3.4%	Oklahoma	Evening	09:49	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3391.png	picket fence, paling, worm fence, snake fence, snake-rail fence, Virginia fence, mailbox, letter box	a black and white photo of a fire hydrant	"night, TIME

"	0															
3391	Waurika	United States	the sound of footsteps can be heard as well as voices when all is quiet. An old 1930's type writer up stairs has been known to type out messages during closing hours, and the lights have been known to turn on and off, even without electricity being supplied. Beads used to hang in the doorway to separate the kitchen from the dinning room, and the owner told me one evening they separated and swayed back and forth, as though someone had walked through, but at the time, she was alone. The entire second floor is a chilling experience.	Moneka Antiques and Haunted Tea Room	Oklahoma	OK			-97.997536	34.1670371	Yes	The description explicitly mentions the sound of footsteps and voices, which are directly linked to paranormal activity.	1	"The narrator describes their own experience with the paranormal events, stating, ""the owner told me one evening they separated and swayed back and forth, as though someone had walked through, but at the time, she was alone."" This indicates that the owner witnessed the beads moving, and since the narrator is recounting this experience, they can be considered a witness as well. Therefore, there is at least one witness to the events described."	Supernatural	Unknown		1				46.3%	84.9%	21.0%	False	The description mentions sounds and experiences related to paranormal activity but does not provide any explicit evidence of existing images, videos, or recorded footage. There are no references to photographs, videos, or any visual documentation of the events described.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	4/7/1974	2960.0	3.4%	Oklahoma	Unknown	Request Error	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3392.png	bannister, banister, balustrade, balusters, handrail, coil, spiral, volute, whorl, helix, vault, spider web, spider's web, dam, dike, dyke	a large clock mounted to the side of a building .	"1930, DATE
closing hours, TIME
one evening, TIME
second, ORDINAL

"	0															
3392	Waynoka	United States	This Hotel was bought in 1929 by Ann Eastman. She lived with her Daughter Lavern Eastman. When Ann died the hotel was passed down to Lavern. When she got old a preacher used to beat her. He wouldn't let anyone in to see her or let her out. Also upstairs on the 3 floor last room there was a fire where a Baby died and the guy that let people in there rooms at night died trying to save the baby. Late at night you can hear a baby crying upstairs and a man yelling. Downstairs you can hear keys jingling from the doorman and whistling from Lavern. The owner has been seen in the front lobby walking around and hovering over tables. Curtains that were undone the day before are tied back the next as if someone was looking out them.	Eastman Hotel	Oklahoma	OK	-98.884331	36.57865719999999	-98.8798145	36.5822557	Yes	The description includes explicit mentions of a baby crying, a man yelling, keys jingling, and whistling, all of which are linked to supernatural presences and suggest paranormal activity.	3	The description implies multiple witnesses to the paranormal events. The narrator mentions hearing a baby crying and a man yelling, which suggests that at least two people (the narrator and another) experienced these sounds. Additionally, the mention of the owner being seen in the front lobby indicates that there is at least one more witness to that event. Therefore, the total count of witnesses is at least three.	Natural Disaster	Unknown		1				46.3%	84.9%	21.0%	False	The description provides accounts of sounds and sightings related to paranormal activity but does not mention any existing images, videos, or photographic evidence of such occurrences.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	12/1/2006	2960.0	3.4%	Oklahoma	Evening	11:48	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3393.png	palace, prison, prison house, library	a clock tower in the middle of a city street .	"Hotel, ORG
1929, DATE
Ann Eastman, PERSON
Daughter Lavern Eastman, ORG
Ann, PERSON
3, CARDINAL
night, TIME
Late at night, TIME
Lavern, GPE
the day, DATE

"	0															
3393	Weatherford	United States	At night a woman can be seen walking the creek bed with a lantern in hand. The woman died in the creek bed. Cars also stall out on the bridge.	Dead Woman's Crossing	Oklahoma	OK	-98.65056	35.56778	-98.7075744	35.5261633	No	The description does not mention any sounds explicitly linked to a supernatural presence, such as whispers or ghostly voices. It only describes a visual sighting and a mechanical issue with cars, which do not qualify as audio evidence of paranormal activity.	1	"The description mentions a woman walking the creek bed at night with a lantern, and it states that ""the woman died in the creek bed."" This implies that someone (the narrator or an implied observer) has witnessed this event, as it is presented in a narrative form. Although no explicit statement of witnessing is made, the context suggests that the narrator is recounting an experience that could be based on observation or local lore. Therefore, I count"	Unknown	Unknown		1				46.3%	84.9%	21.0%	False	The description mentions a woman walking with a lantern and cars stalling, but it does not provide any explicit evidence of photos, videos, or recorded footage capturing this paranormal activity.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	1/1/2025	2960.0	3.4%	Oklahoma	Evening	09:49	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3394.png	canoe, worm fence, snake fence, snake-rail fence, Virginia fence, lakeside, lakeshore, mountain bike, all-terrain bike, off-roader, boathouse	a wooden bench sitting in the middle of a forest .	"night, TIME

"	0															
3394	Weleetka	United States	"A long time ago there was a wreck at ""cry baby"" bridge, a mother and her baby. The mother had retrieved the crying baby, soon after the baby died in the mothers arms. The mother had cried for her baby before she realized she was dead and died herself with her baby. If you were to go to ""crybaby"" bridge at night and you will hear a baby crying underneath the bridge and you will see the mother at the end of the bridge with her baby lying in her arms rocking back and forth crying."	Weleetka	Oklahoma	OK	-96.136614	35.3387819	-96.1363921	35.3356496	Yes	The description explicitly mentions hearing a baby crying underneath the bridge, which is directly linked to the supernatural presence of the mother and her deceased baby, indicating audio evidence of paranormal activity.	0	"The description recounts a tragic event involving a mother and her baby, but it does not indicate that anyone witnessed the paranormal occurrences at ""cry baby"" bridge. The narrative is presented in a storytelling format without any explicit mention of witnesses or experiences from the narrator or others. Therefore, based on the provided context, there are no witnesses to count."	Death	Unknown		1				46.3%	84.9%	21.0%	False	The description discusses auditory and visual experiences related to paranormal activity but does not mention any existing images, videos, or photographic evidence of such occurrences.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	1/1/2025	2960.0	3.4%	Oklahoma	Evening	10:25	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3395.png	suspension bridge, pier, bannister, banister, balustrade, balusters, handrail, steel arch bridge, greenhouse, nursery, glasshouse	a black and white photo of a bench	"night, TIME

"	0															
3395	Westville	United States	the road to the graveyard is about 2 miles long and the drive is very narrow so you have to move slowly. while you are driving you will feel like your being watched and the hairs on your neck will stand up. when you reach the cemetery you will see a small house/or school building. if you stand on the porch you will here voices coming from inside the building. and there is also a dog that roams around the cemetery at all times of the day but its strange because there is no one around to feed him or take care of him he just wanders around the grave stones but never takes his eyes off of you. this is a private residence but you can go to the cemetery during the day	trail of tears Indian cemetery	Oklahoma	OK			-94.5679988	35.9925829	Yes	The description explicitly mentions hearing voices coming from inside the building, which is directly linked to paranormal activity.	1	The description primarily reflects the narrator's personal experience while driving to the graveyard and their feelings of being watched. There are no explicit mentions of other witnesses or experiences shared by multiple people. The narrator describes their own sensations and observations, which qualifies them as one witness. The mention of the dog and voices does not imply additional witnesses, as it does not specify anyone else witnessing these phenomena.	Supernatural	Unknown		1				46.3%	84.9%	21.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It only describes feelings and auditory experiences without any visual documentation.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	1775/11/21	2960.0	3.4%	Oklahoma	Unknown	Request Error	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3396.png	megalith, megalithic structure, church, church building, obelisk, bell cote, bell cot, pedestal, plinth, footstall	a fire hydrant in the middle of a field .	"about 2 miles, QUANTITY
the day, DATE
the day, DATE

"	0															
3396	Wetumka	United States	An old mission hospital built on the outskirts of Wetumka is said to be haunted. At midnight a light moves through the top floor. This is strange because the second floor is completely gone.	Mission Bottom	Oklahoma	OK			-96.2416731	35.2375883	No	The description mentions a moving light but does not provide any explicit audio evidence of paranormal activity, such as whispers, voices, or unexplained sounds.	1	"The description mentions that ""a light moves through the top floor"" of the hospital, which implies that someone has witnessed this phenomenon. Although the narrator does not explicitly state their own experience, the phrasing suggests that there is at least one observer of the event, thus counting as one witness."	Supernatural	Unknown		1				46.3%	84.9%	21.0%	False	The description mentions a light moving through the top floor of a hospital, but it does not provide any explicit evidence of photos, videos, or recorded footage capturing this phenomenon. There are no claims of visual evidence present.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	1/1/2025	2960.0	3.4%	Oklahoma	Dusk	09:50	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3397.png	monastery, church, church building, castle, beacon, lighthouse, beacon light, pharos, bell cote, bell cot	a building with a clock on the top of it .	"Wetumka, ORG
midnight, TIME
second, ORDINAL

"	0															
3397	Woodward	United States	This coffee house was originally a doctor's office in the 1930s. People have reported many ghostly occurrences such as footsteps, eerie voices, and knocking on the walls every night past eleven. There are even documented photos of the sprits.	Leos Coffeehouse	Oklahoma	OK	-99.3930187	36.4341082	-99.3903862	36.4336481	Yes	The description explicitly mentions ghostly occurrences such as footsteps, eerie voices, and knocking on the walls, all of which are directly linked to paranormal activity.	3+	"The description mentions that ""people have reported many ghostly occurrences,"" which implies that multiple individuals have experienced these events. Although it does not specify an exact number, the use of ""people"" suggests at least three witnesses. Therefore, I estimate the count as 3+, indicating that there may be more witnesses, but at least three have reported experiences."	Supernatural	spirit		1				46.3%	84.9%	21.0%	True	The description explicitly states that there are documented photos of the spirits, which qualifies as visual evidence of paranormal activity.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	3/18/2025	2960.0	3.4%	Oklahoma	Dusk	11:57	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3398.png	restaurant, eating house, eating place, eatery	a living room filled with furniture and a fire place .	"the 1930s, DATE
every night past eleven, TIME

"	0															
3398	Woodward	United States	Apparitions, Sightings, &voices.	the old Woodward Hospital	Oklahoma	OK	-99.4000292	36.4377816	-99.3903862	36.4336481	Yes	"The description mentions ""voices,"" which implies the presence of audio evidence linked to a supernatural presence."	0	"The description ""Apparitions, Sightings, & voices"" does not explicitly mention any witnesses or experiences from the narrator or others. There are no indications that anyone has witnessed the events described, and the terms used do not imply any specific individuals observing these phenomena. Therefore, the count of witnesses remains at zero."	Supernatural	apparition		1				46.3%	84.9%	21.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It only refers to apparitions, sightings, and voices without providing any visual documentation.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	3/1/1998	2960.0	3.4%	Oklahoma	Evening	11:49	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3399.png	crate, shopping cart, church, church building, chest, ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin	a black and white photo of an old building .	"
"	0															
3399	Woodward	United States	Richmond High School - Richmond is an old high school that was said to have burned in the mid 1900s. if you go in the old gym you will hear either a pep ralley or basketball practice. be careful if you go up the stairs the upper floors are rotting but you will see lights looking down at you from holes in the ceilling.it is always freezing even in the middle of summer if you stick around too long balls of light will try to chase you away	South East of Woodward on highway270	Oklahoma	OK	-99.3828572	36.414424	-99.3903862	36.4336481	No	The description mentions sounds related to a pep rally or basketball practice, but these are not explicitly linked to a supernatural presence. There are no references to unexplained whispers, ghostly voices, or other sounds that indicate paranormal activity.	1	"The description primarily reflects the narrator's experience and observations of the Richmond High School, particularly regarding the paranormal elements such as the ""balls of light"" trying to chase them away. There are no indications of other witnesses being present or mentioned. Therefore, the narrator counts as one witness."	Unknown	Unknown		1				46.3%	84.9%	21.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It describes auditory experiences and sensations but lacks any reference to visual documentation or recorded evidence.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	10/14/1940	2960.0	3.4%	Oklahoma	Dusk	09:44	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3400.png	library, palace, flagpole, flagstaff, crane, obelisk	a large building with a clock on it	"Richmond High School - Richmond, ORG
the mid 1900s, DATE
ceilling.it, NORP
the middle of summer, DATE

"	1	37.55376	-77.46026	Richmond												
3400	Wyandotte	United States	If you go out past the hornet spook light and go to Iris rode and Enland rode you will come to a hill, stay on Irish rode facing the hill. The Enland rode will be on your left side. Which there you can stop to the left side of Iris rode and wait. You look up over the hill and you will see a yellow glowing light that will multiply and change colors to red and green. It will also come real close to you and move around. You can chase it but it will never get to close to you. You may drive many miles before it stops moving.	Iris Rd. spook light	Oklahoma	OK			-94.7252284	36.7934028	No	The description focuses on a glowing light phenomenon and does not mention any sounds or audio evidence explicitly linked to a supernatural presence.	1	"The description includes a narrative that suggests the narrator has personally experienced the phenomenon, as indicated by phrases like ""you will see a yellow glowing light"" and ""you can chase it."" This implies that the narrator is recounting their own experience, thus counting as one witness. There are no indications of other witnesses being present or mentioned in the text."	Supernatural	Unknown		1				46.3%	84.9%	21.0%	False	The description discusses a glowing light that changes colors and moves around, but it does not mention any existing images, videos, or recorded footage of this phenomenon. There are no explicit claims of visual evidence being captured.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	1/1/2025	2960.0	3.4%	Oklahoma	Morning	09:42	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3401.png	sulphur butterfly, sulfur butterfly, monarch, monarch butterfly, milkweed butterfly, Danaus plexippus, bee, ringlet, ringlet butterfly, cabbage butterfly	a bunch of flowers that are in a vase .	"Iris, PERSON
Irish, NORP
Iris, PERSON

"	0															
3401	Wyandotte	United States	Around the 1920's, A man named Hoffman took several boys into his home. Hoffman later went into a rage and killed all of the boys and then took his own life. The boys and Hoffman are buried in a cemetery on the property. Several instances of hearing someone running through the woods, voices, and footsteps in the mansion. The Mansion was condemned and bulldozed late 1998. The cemetery remains as well as some haunting spirits.	Hoffman Mansion	Oklahoma	OK			-94.7252284	36.7934028	Yes	The description mentions hearing voices and footsteps in the mansion, which are explicitly linked to supernatural presence and indicate audio evidence of paranormal activity.	0	The description does not provide any explicit accounts of individuals witnessing the paranormal events. While it mentions instances of hearing sounds and voices, it does not specify that anyone actually saw or experienced these phenomena. There are no statements indicating that the narrator or any other individuals witnessed the events directly, leading to the conclusion that there are no confirmed witnesses.	Murder	spirit		1				46.3%	84.9%	21.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It only discusses auditory experiences and historical events without any reference to visual evidence.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	1/1/2025	2960.0	3.4%	Oklahoma	Dusk	11:48	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3402.png	palace, picket fence, paling, castle, park bench, church, church building	a tall building with a clock on top of it .	"1920, DATE
Hoffman, PERSON
Hoffman, PERSON
Hoffman, PERSON
Mansion, FAC
late 1998, DATE

"	0															
3402	Wynnewood	United States	This location was once a booming hotel, but was turned into a museum during the past century. Though several of the exhibits are strange, if not creepy, the location has a reputation all its own. Anyone who possesses the courage to pass through this museum alone will see strange things. Shadows pass where they shouldn't. Manequins that are not animated move. Since the hotel was once highly populated, there is no way to keep track of the murders and other dramatic happenings that occurred here...but it is obvious that something happened. See for yourself.	The Eskridge Hotel and Museum	Oklahoma	OK	-97.1698684	34.643007	-97.1644656	34.6434171	No	The description does not mention any specific sounds or audio evidence linked to supernatural presence, such as whispers, ghostly voices, or unexplained noises. It focuses on visual phenomena and the eerie atmosphere without referencing any auditory experiences.	1	"The description implies that there are experiences of strange occurrences in the museum, such as shadows and moving mannequins. The phrase ""Anyone who possesses the courage to pass through this museum alone will see strange things"" suggests that at least one person (the narrator or a hypothetical visitor) has witnessed these events. Therefore, I count the narrator as one witness, leading to a total of 1 witness."	Murder	shadow		1				46.3%	84.9%	21.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It discusses strange occurrences and feelings but does not provide any explicit references to recorded evidence.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	1/1/2025	2960.0	3.4%	Oklahoma	Evening	11:25	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3403.png	prison, prison house, cinema, movie theater, movie theatre, movie house, picture palace, palace, library, flagpole, flagstaff	a group of people standing in front of a building .	"the past century, DATE
creepy, NORP

"	1	34.26948	-111.22513	Diamond Point Shadows												
3403	Yale	United States	"It is an old school that burned down along time ago and now its used for Satan worshiping an old man died recently while tilling his field nearby the old school also it is carved in the wall Satan’s house when you enter it. - March 2007 update: for the listing: ""Satan's House"". It is not an old school, it was a refinery. Satan's House is carved/painted on the wall. The local story is that a 5 year old girl drowned in one of the sludge pits while trying to retrieve her brother's bike that got stuck."	Satan's House	Oklahoma	OK			-96.6991933	36.1142305	No	The description does not mention any specific sounds or audio evidence linked to supernatural presence, such as whispers, ghostly voices, or unexplained noises. It primarily focuses on the history and physical characteristics of the location.	0	"The description does not provide any explicit accounts of witnesses to the paranormal events mentioned. While it discusses the old school (or refinery) and the local story of a girl drowning, it does not indicate that anyone witnessed these events directly. There are no statements like ""I saw"" or ""I experienced,"" nor does it imply that multiple people were present during these occurrences. Therefore, the candidate witness count of ""0"" is accurate."	Unknown	Unknown		1				46.3%	84.9%	21.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It discusses a location and local stories but does not provide any explicit references to visual evidence.	26.242105263157896	193.32631578947368	260.03684210526313	56.31052631578948	936.8157894736842	21.18947368421053	16.378947368421052	14.552631578947368	60.74736842105264	29.668421052631583	3/1/1950	2960.0	3.4%	Oklahoma	Dusk	11:48	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3404.png	mountain bike, all-terrain bike, off-roader, bicycle-built-for-two, tandem bicycle, tandem	a bike parked next to a wooden bench .	"Satan, EVENT
Satan, EVENT
March, DATE
Satan, DATE
House, ORG
Satan, GPE
House, ORG
5 year old, DATE
one, CARDINAL

"	0															
3404	Acton	United States	a sighting of a ghost husky (dog) with threelegs roaming the shore, it has a dark and a light glow. Late mornings around 1:00 or 12:00 a.m.	Loon Pond	Maine	ME	-70.8761817	43.5086277	-70.9277544	43.5233821	No	The description only mentions a sighting of a ghostly dog and does not include any audio evidence such as whispers, voices, or other supernatural sounds.	1	"The description mentions a ""sighting"" of a ghost husky, which implies that someone (the narrator) witnessed the event. However, there are no indications that anyone else was present or witnessed the event alongside the narrator. Therefore, the count of witnesses is accurately represented as one."	Supernatural	ghost		1				58.1%	87.4%	20.0%	False	The description mentions a sighting of a ghost husky but does not provide any explicit evidence of visual recordings, such as photos or videos, related to the paranormal activity.	28.473684210526315	191.01052631578943	176.2421052631579	42.63157894736842	789.3421052631579	16.889473684210525	13.9	14.542105263157897	49.74736842105264	22.910526315789475	2/1/2004	2960.0	3.4%	Maine	Morning	09:01	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3405.png	Eskimo dog, husky, Siberian husky, white wolf, Arctic wolf, Canis lupus tundrarum, timber wolf, grey wolf, gray wolf, Canis lupus	a white and brown dog laying on top of a snow covered ground .	"Late mornings, TIME
around 1:00 or 12:00 a.m., TIME

"	0															
3405	Belfast	United States	orbs showing up in pictures something banging on the side of witnesses cars and footsteps in the grass.	Pine wood Cemetery	Maine	ME	-69.0176664	44.426927	-69.0064234	44.4259092	Yes	"The description includes ""something banging on the side of witnesses' cars"" and ""footsteps in the grass,"" both of which are linked to unexplained sounds that suggest paranormal activity."	1+	"The description mentions ""witnesses"" in a general sense but does not specify how many individuals witnessed the events. The phrase ""something banging on the side of witnesses cars"" implies that there are multiple witnesses, but it does not provide a specific count. Therefore, I interpret this as at least one witness being present, but the use of ""witnesses"" suggests there could be more, leading to a floor estimate of 1+."	Supernatural	orb		1				58.1%	87.4%	20.0%	False	While the description mentions orbs showing up in pictures, it does not explicitly state that there are existing photos or videos that capture these orbs. The other elements mentioned (banging on cars and footsteps) do not provide any visual evidence.	28.473684210526315	191.01052631578943	176.2421052631579	42.63157894736842	789.3421052631579	16.889473684210525	13.9	14.542105263157897	49.74736842105264	22.910526315789475	1/1/2025	2960.0	3.4%	Maine	Unknown	08:55	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3406.png	croquet ball	a soccer ball is in the air on a field .	"
"	0															
3406	Bellevue	United States	Two years ago there was a fight at this school. A kid was about to punch the other kid and fell and broke his neck. There was reported sightings of large objects being moved around, cold breezes in specific areas on hot days, and kids being shoved and pushed by an invisible force. People also say they have seen the kid. He is a dark shadowy figure with none of his features visible.	Brian Senior High School	Maine	ME			-70.56748879999999	43.3032949	No	The description mentions physical phenomena and sightings of a shadowy figure but does not include any explicit audio evidence linked to a supernatural presence, such as whispers, voices, or other sounds.	3+	"The description mentions ""reported sightings"" of large objects being moved, ""cold breezes in specific areas,"" and ""kids being shoved and pushed by an invisible force,"" which implies that multiple individuals experienced these phenomena. Additionally, it states that ""people also say they have seen the kid,"" indicating that there are witnesses to the shadowy figure. Since the exact number of witnesses is not specified, I estimate a minimum of three witnesses based on the"	Supernatural	figure	dark figure, shadowy figure	1				58.1%	87.4%	20.0%	False	The description mentions sightings and experiences related to paranormal activity, but it does not explicitly state that there are any photos, videos, or recorded footage of these events.	28.473684210526315	191.01052631578943	176.2421052631579	42.63157894736842	789.3421052631579	16.889473684210525	13.9	14.542105263157897	49.74736842105264	22.910526315789475	1/1/2025	2960.0	3.4%	Maine	Unknown	12:13	12:14	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3407.png	sliding door, pole	a tennis court with a tennis racket on the court	"Two years ago, DATE
hot days, DATE

"	0															
3407	Biddeford	United States	Seeing eye's peering down on you from ceiling the. Unexplained noises, voices. Lights flashing on and off. The face above stage eye's seem to open and shut or move.	Bidderford's City Theatre	Maine	ME	-70.4564645	43.4933682	-70.45338439999999	43.4925843	Yes	"The description mentions ""unexplained noises"" and ""voices,"" which are explicitly linked to supernatural presence, indicating audio evidence of paranormal activity."	1	"The description includes phrases that indicate the narrator's personal experience, such as ""Seeing eye's peering down on you"" and ""Unexplained noises, voices."" This suggests that the narrator is recounting their own experience of the paranormal event. Since no other witnesses are mentioned, the narrator counts as one witness."	Supernatural	Unknown		1				58.1%	87.4%	20.0%	False	The description mentions unexplained phenomena such as eyes peering, noises, and lights flashing, but it does not explicitly state that there are any photos, videos, or recorded footage of these events.	28.473684210526315	191.01052631578943	176.2421052631579	42.63157894736842	789.3421052631579	16.889473684210525	13.9	14.542105263157897	49.74736842105264	22.910526315789475	3/1/2025	2960.0	3.4%	Maine	Unknown	09:02	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_3408.png	dome, coil, spiral, volute, whorl, helix, lampshade, lamp shade, yurt, umbrella	a black and white photo of a clock tower .	"
"	0															
